"9","My ex and I ""date"" but haven't been official in 9 years. How do I tell him that I still luv him and want more?","We've been knowing each other for 15 years, but throughout that duration were were together for 2 years. They were some of the best years of my life(well at least until the end). We're kind of like ""friends with benefits"", except we do other things as well. In between our dates we each from time to time go out on other dates, but it's not the same. I want him to know that I fell back in love with him and want more than what he is giving me. The only thing is that I'm afraid of rejection.I keep thinking that if he really wanted to be with me, then he would just tell me, because we are pretty close. But that's just it, he hasn't and that's why I am concerned about confronting him with my feelings.That's why I want the best possible way of going about this. All help would be greatly appreciated...","You are being used for booty and will never be anything more to him. I wish it didn't sound so harsh, but that's your truth. Either enjoy your ""benefits"" or move on. You may tell him you love him, but I bet your intuition has already told you the response to that and that is why you are scared. Actually I belive you should tell him, get it off your chest....and still move on."
"5","what is the best free online institute which teach me about computer hardware and software?","","Free choices are limited, but a good one is the course at Barnes & Noble University linked below.  You may also want to try some of the other links I've enclosed."
"1","How do you get people to leave when they have over stayed their welcome?","I think if a person stays for a few days, they are a guest. But if they stay for SEVERAL weeks, I feel they should start pulling their own weight; helping with the chores and maybe contributing to the food cost.","If you just want them to stop acting like guests and start acting like roommates, start assigning chores and handing over the grocery lists once in a while.... ""Hey, Susan, while I'm at work today, would you please vaccuum and water the plants?"" or (In a joking tone) ""Isn't it your turn to do the dishes?""  Open bills in front of them, and complain aloud about how high they've gotten.\nIf you want your house back, then be kind but blunt... Sit down with them and say ""I have loved having you here, but I'm afraid that I can't have you stay much longer...I have XXXXX happening in a couple of weeks and need to have some time to myself before that, but it's sure been fun!""\nOr lie and tell them your landlord has reminded you of the terms of your lease and your rent will be raised if they stay more than another week.\nGood luck!"
"4","IS THERE ANY ONLINE FORMS AVAILABLE FOR 11TH CLASS INDIAN SCIENCE STUDENTS TO STUDY ABROAD?","","Yes.  It's on www.myspace.com/mikewhitney"
"4","about ethiopian import trade?","aii about ethiopian import trade","Coffee trade...\nhttp://www.brewbar.com/ethiopia.htm\nWeblog...\nhttp://madeinethiopia.net/saveethiopia/\nNews...\nhttp://www.journalismnet.com/africa/ethiopia.htm"
"3","what is emphezma, and what are the problems associated with it?","my girlfriends father has just been told he has  it. i want to learn more.","May I direct you to http://www.lung.ca/diseases/emphysema.html . Tell him I hope he feels better."
"10","Wasn't Bill Clinton impeached?","","yes, being impeached just means that they are going to vote to throw you out of office.  They impeached him, but then they congress voted to keep him.  that's the simple version."
"3","Does anybody know a good leg exercise? ( I have bad knees sooo...)?","I have bad knees so whenever I do lunges knees crack suggestions?","unless the cracking is painful, it is not unusual or dangerous for your knees to ""crack"".\n\nLunges are excellent for strengthening the muscles around the knee joint. Make sure that you are not leaning over the knee, that the knee is right above the foot during the lunge and that you maintain a straight upright movement.\n\nDo not do hamstring excercises that will pull on the knee joint if you have problems with your knee. \n\nelipticals are good for running on with minimal knee and ankle stress. \n\nyou can also get large elastic bands...stand in them, and step out to the side pulling on the bands, then back in. Don't pull harder than is comfortable, this will help increase the stablization of the knee.\n\nLaying on your back you can pull your knee to your chest, and then extend it, locking your knee holding the leg just over the ground..repeating, this will also help strengthen the muscles around the knee with minimal weight on it.\n\nAlways is good to speak with a doctor or physical therapist if you have concerns."
"5","How i can share my files with particular computer?","i have four computers on my LAN through WindowsXP. say computer A, B, C, D. Computer A want to share his folder xyz with computer C only. is it possible??","At ""A"" computer, right click the xyz folder - Properties - Sharing - Share this folder - Share Name: give any name and put $ at the end e.g. xyz$ - OK). Now, ask owner of ""C"" computer to access the shared folder by\n\nStart - Run - &#92;&#92;computerC&#92;xyz$ - OK\n\nHere computerC denotes the network computer name of ""C"" computer.\n\nGood Luck :)"
"8","Is Psylocke a villain in X-Men??","I just heard Psylocke has just been cast for the movie X-Men 3 and that she is on Magneto's side. I havn't read the comic book in about 5 years, but the last time I did read it, Psylocke was on the good side with the X-Men. Did she turn bad???","It depends.  They COULD be taking a spin off the more recent stuff where there were two Psylockes.  In the early 20's issues of X-men, there was a big brouhaha about how Revanche came back, essentially a carbon-copy (though she said she was the original!) Psylocke with the same powers, etc., but with the old-school look she had waayyyy back in the older ish of Uncanny.  However, she had a mean streak in her... \n\nI think it's entirely possible (seeing as how true to the book the previous two movies were as far as the characters go) that Psylocke would start out bad, and yet come into Xavier's fold.  You know, kinda like how Nightcrawler was in the second one...?"
"7","ladies,do u like to where hight heels?? what size shoes do u where??how old are u?? do u like low or high heel","open or close toe??? whats your favort color heel to where????????????????????????","You obviously have a foot fetish.... Here is not the greatest place to be looking for someone to satisfy it. \n\nTo answer your questions:\nDo I like to wear high heels? Yes\nWhat size shoe do you wear? 8 1/2 (US)\nHow old am I? 21\nLow or high heel? Depends on what mood I'm in and what I'm wearing\nOpen or closed? Depends on the season (and if I need a pedicure)\nFavorite color? Black"
"7","why is yahoo so cool ha can abyone awnser that!!!!!!!?","","If you are talking about Yahoo Answers, it is because it can be very addictive!  Does that answer your question?!?!?\nYahoo and internet either way ""very addictive""!"
"8","What are some great movies about In-Laws and the holidays?","I'm looking for a list of movies that deals with the themes of contentious In-Laws having to come together for the holidays. In particular, anything having to do with new additions to the family (i.e. son's new wife, daughter's new boyfriend)\n\nWhatever titles you list don't have to be exclusive to one genre or era. I'd appreciate a wide range to draw from. Thanks.","Christmas Vacation with Chevy Chase it is really funny."
"1","Is Charles Taze russell one of the 144,000 in Heaven? just Curious?","","Yes, it seems so, as long as this question stipulates to the Jehovah's Witness understanding. \n\nRussell seems to have been part of 'the faithful and discreet servant' class mentioned at Matthew 24:45; for decades Russell wrote much of the Witnesses' spiritual 'food at the proper time'. Since Jehovah's Witnesses understand that 'faithful slave' class to represent all anointed Christians on the earth as a group, Russell must have been anointed, and thus among the 144,000 resurrected to heaven."
"2","How long is a piece of string?","","Long enough to reach the end of a hole"
"2","If two connected human brains work properly would it be a case of double personality or would they merge?","","We merged."
"9","So what do you think of Canada ""okay-ing"" group ""love""?","I'd think Canada the last place to do that.","They are chosing not to make private matters public.  By legalizing ""group love"", they are giving the citizens more rights.  You have to right to do things in your private club and home that you as consenting adults agree to.  The Canadian government has chosen to stay out of it's citizens' bedroom and personal lives."
"2","How do you pronounce the name of the astronomer ""Kuiper"" ?","","Pronounce it either (""KYE per"") or (""KOW per"")."
"5","How can I get a static IP adddress when my ISP assigns me a dynamic address? So I can host my own web site.?","","A way around a Static IP is using a Dynamic DNS provider like No-IP.  You install a small program on your pc that updates your ip address each time it changes.  Then you can access your ip using Dynamic DNS.  I think some of the providers may offer using your own domain, but you may be interested in checking out low cost hosting providers."
"8","Once a song is in the public domain, does that mean any remake of it is public domain too?","Hello,\n\nI'd like to do my own version of a song that has long been in the public domain.\n\nIf I do that, is MY version also public domain?  Or can I copyright my own version of it?","As I understand it, the song is in the public domain, not the performance of it.  Any copyright you might obtain would extend to your performance only.  The song itself would remain in public domain."
"5","Firefox browser causes my CPU useage to go to 100% and stay there. No ""add ons"" to the browser installed.","as soon as exiting from Firefox my CPU useage drops drastically.","First I would check and make sure you computer meets the requirements for Firefox (if you bought it within the last few years it should be fine). Then I would upgrade to the newest version of Firefox (1.5). If that still fails, unistall it completey and re-install. Check your other programs and see if there are any compatibility problems."
"6","Trying to find the video on Vince Carter dunk in the 2000 olympics?","","The site is in German, but if you click on ""Vince Carter Olypische Spiele 2000"", it'll take ya right to it :)"
"5","plz suggest me any good site related to oracle?","i want to know 'bout rollup operations","No problems If you are not shivani from pathankot, Still we punjabi can help each other get info and gain points...\nTry\nhttp://databases.about.com/od/sql/l/aacuberollup.htm"
"8","2 more riddles?","1) What can run but never walks, \nhas a mouth but never talks, \nhas a head but never weeps, \nhas a bed but never sleeps?\n\n2) Forward I am heavy, backwards I am not.\nWhat am I?\n\nwho can get em?","1 A river\n2 ton"
"10","Will Jeb Bush run for president in 2012?","","Please, God, if you truly exist, no, he won't."
"4","College applications Question?","I applied to a college early decision, and I find out on December 14th.  My question?  Is it worth trying to get all the other applications out now?  I know that it looks better to have them in earlier, but should I spend the money to send them in, when it might be wasted effort?","I would suggest waiting until December 14th. Its only a few days. I work for a State University, and honestly, right now half of our staff is already off for Christmas-- chances are if you send in an application now, you won't get a response until mid-January or later.  So my suggestion is, wait for your early decision school, and then if you still want to apply to other colleges, apply in January."
"10","what is the capital of india?","","It's New Delhi.\n\nClick on the link below to see more country capital.\nhttp://www.cia.gov/cia/publications/factbook/fields/2057.html"
"4","banned weapons during world war 1?","what were they??","According to Wikipedia - \n\n""The First World War also saw the use of chemical warfare and aerial bombardment, both of which had been outlawed under the 1907 Hague Convention"""
"9","Where could someone find an affordable engagement ring?","Like where could they go online to look for one one, not necessarily shop online for one but just to see the price and what it would look like.","you might want to take a look on ebay to look for a real diamond ring or maybe a pawn shop will do it instead of a fancy jewerly store..."
"6","what N.F.L team did Glenn Mazulla play for and when?","he probably played in the 1980 -1990 era. I may have spelled the last name wrong","nfl.com doesn't show that a person with that name ever making it onto an NFL roster.\n\nIt appears that a person by the name of Glenn Mazula is an owner in the AFL, Albany Firebirds."
"5","Why are guys not using avtaars in their profiles?","They are a cool way to tell others who you are!","Perhaps it is because this site is new & people aren't aware of what they can do with this site."
"6","what football game had the highest attendance in the history of the NFL?","","If you want to include Super Bowls:\n\nSuper Bowl XIV\nPittsburgh 31, Los Angeles 19\n \nRose Bowl\nPasadena, California\nJanuary 20, 1980\nAttendance: 103,985"
"7","The EU rights of customer in buying a new car?","What are your rights if the new car stops 2 times in the first mounth.","There are no general EU rights. Your question belongs to national law. You'll have to check where you bought the car or where is got registrated."
"2","how is the climate in chennai city?","","right now in chennai its pouring!! with an extreme monsoon this season with almost 3 cyclones hitting the costal city, the city is drenched :)"
"9","forgive and forget?","Is it possible to forgive and forget a cheater?","I think it is but it all depends on how you really feel about it. Do you think he will do it agin or is he really sorry about what has been done?"
"6","how many hours a week do you work out?","","I work out 5 to 6 hours plus my work or job is a real work out."
"7","What do you like to do on weekends?","","Mostly what I do on weekends is just read a book or play video games. If I don't do those things I usualy end up doing yard work. I know, I am a nerd, and I love being one."
"2","How many working satellites are in orbit right now.?","","There are over 1587 working satellites orbiting\nEarth."
"10","is prostitution legal in las vegas?","","no."
"7","What is ottoman empire?","","Ottoman Empire also Turkish Empire\n\nA vast Turkish sultanate of southwest Asia, northeast Africa, and southeast Europe. It was founded in the 13th century by Osman I and ruled by his descendants until its dissolution after World War I. Originally a small state controlled by Ottoman or Osmanli Turks, it spread rapidly, superseding the Byzantine Empire in the east.\n\n\nOttoman Empire (ŏt'əmən) , vast state founded in the late 13th cent. by Turkish tribes in Anatolia and ruled by the descendants of Osman I until its dissolution in 1918. Modern Turkey formed only part of the empire, but the terms “Turkey” and “Ottoman Empire” were often used interchangeably.\nOrganization of the Empire\n\nEconomically, socially, and militarily, Turkey was a medieval state, unaffected by the developments in the rest of Europe. Turkish domination over the northern part of Africa (except Tripoli and Egypt) was never well defined or effective, and the eastern border was inconstant, shifting according to frequent wars with Persia. Of the vassal princes, only the khans of Crimea were generally loyal.\n\nThe sultans themselves had sunk into indolence and depravity. Until the ascension (1603) of Ahmad I, the succession to the throne was habitually contested by all the sons of the deceased sultan, and it was the patriotic duty of the victor to kill his rivals in order to restore order. Although this practice was barbarous, when it ceased other problems arose. The eldest male member of the family was recognized as the heir-designate, but to prevent threats to the sultan the imperial prince was denied any involvement in public affairs and was kept in luxurious imprisonment. When the prince finally ascended the throne, he was often alcoholic or lunatic.\n\nActual rule was usually exercised by the grand viziers, many of whom were able men (notably those of the Köprülü family). The sultans themselves often were the creatures of the Janissaries, whose favor was purchased by large gifts at the ascension of a sultan.\n\nOne of the most nefarious aspects of the court of Constantinople (known as the Seraglio and the Sublime Porte) was the all-pervading corruption and bribery that had been raised to a system of administration. The pashas and hospodars (governors) who administered the provinces and vassal states purchased their posts at exorbitant prices. They recovered their fortunes by extorting still larger sums from their subjects. The peasantry was thus reduced to abject misery.\n\nA positive feature in Ottoman administration was the religious toleration generally extended to all non-Muslims. This, however, did not prevent occasional massacres and discriminatory fiscal practices. In Constantinople the Greeks and Armenians held a privileged status and were very influential in commerce and politics. The despotic system of government was mitigated only by the observance of Muslim law.\n\nHistory\n\nOrigins\n\nThe Ottoman state began as one of many small Turkish states that emerged in Asia Minor during the breakdown of the empire of the Seljuk Turks. The Ottoman Turks began to absorb the other states, and during the reign (1451–81) of Muhammad II they ended all other local Turkish dynasties. The early phase of Ottoman expansion took place under Osman I, Orkhan, Murad I, and Beyazid I at the expense of the Byzantine Empire, Bulgaria, and Serbia. Bursa fell in 1326 and Adrianople (the modern Edirne) in 1361; each in turn became the capital of the empire. The great Ottoman victories of Kosovo (1389) and Nikopol (1396) placed large parts of the Balkan Peninsula under Ottoman rule and awakened Europe to the Ottoman danger. The Ottoman siege of Constantinople was lifted at the appearance of Timur, who defeated and captured Beyazid in 1402. The Ottomans, however, soon rallied.\n\nThe Period of Great Expansion\n\nThe empire, reunited by Muhammad I, expanded victoriously under Muhammad's successors Murad II and Muhammad II. The victory (1444) at Var"
"10","I want to learn how to prepare tax returns through IRS, What do I look under?","How much would it cost me to inter into a class with IRS to learn how to prepare tax returns?","www.irs.gov      taxpayer help"
"2","how many people live on planet earth?","","At time of posting:\n6,575,298,222"
"9","In finding the right ""Lady"" for my life;shouldn't she be the type of Lady who want the same things i want?","Romanic,God fearing,more beautiful inside then out,spontaneous,real funny,she must be able to cook,candle lite bubble baths;and just your basic I love you and you love me moments.sere318@yahoo.com","not realy. you should complete each other. You can be things that she can't and reverse. What you are discreibing is perfection, and nobody is perfect. In a relationship, after the happy months from the beginning, all it matters is compatibiliti"
"7","how did the kids born deaf 4 thier parents.?","parents are hearing and they start 2 have a baby & the baby are deaf.Why so differnent???","Genetic defects can occur randomly, but the mother getting sick or having an unhealthly lifestyle during pregnacy could also cause birth defects like deafness."
"7","What is meant by “penetration?”?","","http://dictionary.reference.com/search?q=penetration"
"7","what is a sea monkey? kids got a grow ur own kit and i see nothing in the tank how long will it take to grow?","","I posted a link below that will give you some information on Sea Monkeys. I know they are a lot smaller than you expect at first anyway. Neat thing for kids to do."
"2","What is the average airspeed velocity of an unladen swallow?","","4233 people over 12 years have also tried to answer this question, see: http://www.armory.com/swallow.html\n\nYou're obviously a Monty Pyhton fan, following is from Monty Python and the Holy Grail:\n\nBridgekeeper:  What... is your quest?\nArthur: To seek the Holy Grail.\nBridgekeeper: What... is the air-speed velocity of an unladen swallow?\nArthur: What do you mean? An African or European swallow?\nBridgekeeper: Huh? I-- I don't know that! Auuuuuuuugh!\nBedevere: How do know so much about swallows?\nArthur: Well, you have to know these things when you're a king, you know."
"7","how do you tie a necktie?","","Believe it or not, there is actually a website that has tutorials. It has options for a type of knot. Just click on one to get the tutorial.\n\nhttp://www.tieanecktie.com/"
"7","What if there were no hypothetical situations?","","Then there would not be this hypothetical question."
"7","whats you favorite chore?","mine is relaxing and cleaning my room and watch my sister get in trouble","Strangely, I enjoy cleaning the kitchen.  When there's a big mess, I just start and one end and continue down the entire counter until everything is put away and wiped down.  There's something rewarding about watching a mess disappear in my wake."
"3","how do you make acne go away?","HAHA","Lower your stress levels, get lots of sleep, eat foods that are not fatty, wash your face at least once daily (Neutrogena makes some great face-cleaning products), and smile!"
"4","What is the middle name of Edgar Poe?","","Alan"
"2","how is lithium helpful to us in life?","how is how is lithium helpful to us in life?","here is one reason:\n\nLithium salts such as lithium carbonate (Li2CO3), lithium citrate, and lithium orotate are mood stabilizers used in the treatment of bipolar disorder, since unlike most other mood altering drugs, they counteract both mania and depression. Lithium can also be used to augment other antidepressant drugs. Useful amounts of Lithium for this use are only slightly lower than toxic amounts, so the blood levels of Lithium have to be carefully monitored during such a treatment."
"5","every day i receive about 100 what to call them ads how can i cut that down i will call it junk mail?","","using filters isn't very succesfull and you guys know that. No matter how sofisticated it is - spammers will always get better and better. What you have to do is to be PROACTIVE as well.\n\nVisit this site. I am not working for them :) But I use this piece of software and my spam went down 80%. The rest is taken care by filters.\n\ncheck it here: www.bluesecurity.com"
"2","How many people go missing every year world wide?","","I don't think it's possible to accurately answer that question. \nSome countries may not even know themselves how many of their own people have gone missing, or even worse, mis-represent how many have gone missing due to the efforts of secret-police type organisations.\n\nIn some cases it's up to 3rd parties like the Red Cross to give numbers on thing like this, see:\nhttp://www.redcross.org/news/in/africa/020130lagos.html\nhttp://www.redcross.org/press/intl/in_pr/010412kosovobook.html\nfor example."
"2","What's the rate of heat loss through a domestic well-insulated wall per sqm when the heat differential is 15C?","","There are such values, called R-values.  They define the resistance to heat loss per unit time, temperature difference and area (i.e., higher is better).  These are English units, hour-degreeF-ft^2/BTU.  An R-value of 20 means that 100 sq. ft. of wall separating a 20 deg F temperature difference for 8 hours passes 800 BTU of heat.  Typical recommended R-values (ref. 1) for use in residences are 4 to 60, depending on climate and location in the house.  For walls the range is 11 to 28.  In the ref. 2 web site you can find R ratings for various insulation materials, in R-value per inch of insulation thickness, and thicknesses required for various recommended R-values."
"6","mike?was paralized from neck down  playing for indi. football and walked 4 years later?","","Mike Uttley played for Detriot.  Formar WSU Grad was paralized and with hard work.  I know that he has made great progress.  I think he has done some assisted walking.  Was that the player you were refering to?"
"5","where can i download a sond card for free which allows me to play songs in window media player?","","this is not a bad word it is mp3s hits"
"9","steve wilson of columbus indiana what is up with him, the real scoop.?","Does his Wife want to be with him, or is she reeling him in and watching him fall on his face due to revenge or womans scorn? \nWhat is really Going On, is the plot bigger than he thinks or Less.?","I guess you'd have to ask him"
"6","what was michael jordans jersey number?","","Number 23."
"7","What is the real difference between Realist and Idealist?","","Realist is a person who accepts and deals with situation as it really is and does not try to pretend that it is different.WHILE Idealist is the belief that a perfect life,situation,etc,can be achieved,even when this is not very likely."
"10","How can we make Gas company to lower their prices?","","By allowing more drilling in this country. By allowing for more refineries to be built.  by allowing for deregulation of the oil industry.  More oil will be produced, we wouldn't be held captive by opec, and prices would be lower.\n\nAnd everyone quit doing business with China."
"6","Discovery is a TT1 team, What's the diff between TT1, TT2 & TT3 pro cycling?","I am just trying to get to know all the pro cycling teams in the US.","TT stands for ""Trade Team"" - the classification of TT1/2/3 teams is now outdated. The Discovery Channel Pro Cycling Team is a Pro Tour team as classified by the Union Cycliste Internationale (UCI). The Pro Tour teams are the top tier of professional cycling.\n\nHere's the official descriptions of the five tiers of teams as categorized by the UCI:\n\nUCI ProTeams\n\nThese structures are able to obtain a UCI ProTour licence for a maximum duration of 4 years. Licences are awarded based on strict sporting, ethical, legal and financial criteria.\n\nUCI Professional Continental Teams\n\nThese are professional structures which have successfully passed a financial and legal audit carried out by the UCI. The status of UCI Professional Continental Teams must be renewed each year.\n\nUCI Continental Teams\n\nThese are structures, professional or non-professional, that are recognized and certified by the National Federation (NF) from the country where the majority of its athletes come from. Each NF can register a maximum of 15 UCI Continental Teams. These must fulfill the following criteria: 8 to 16 athletes, the majority of them who are under 28.\n\nNational Teams\n\nThere are no changes to the structure of National Teams.\n\nRegional and Club Teams\n\nLike in the past, these structures will have limited access to races in the UCI Continental Circuits. They are placed under the responsibility and authority of NFs."
"4","what's better study in your country or in some other one where u not belong to ?","first I've been accepted in my country university in some colege that I do'nt like very mutch","If you are studying a different country, then study in that country. Of course it's better.\n\nIf it is a more general course that you could take anywhere, then find a university that is considered an authority on the subject.\n\nThat's a very general question, so I'm not sure how to answer. Just do some research. Yahoo Answers (in many ways) isn't a research site."
"10","Who do you think will be next president of the U.S?","","Hillary clinton Im not very happy with her veiw of video game ratings but that really isnt important and she seems like a really good politicain"
"2","In homolytic fission a covalent bond breaks and each atom gets an electron from the bonded pair?","then why are the free radicals thus formed neutral, shouldnt they have +ve charge(still deffiecent of one electron) .a covalent bond is formed when 2 atoms each defficent of an electron shares it with another atom.so when the bond breaks , the intially shared electrons just remain eith their original atoms,so actually no atom actually gains any electrons","This has an obvious answer, in a covalent bond, each atom contributes an electron & in turn shares the other electron contributed by other atom. Compare this situation with Ionic bond where electrns get completely transferred & the atoms get ionized (charged). So it concludes that atoms are neutral originally (Obviously).\nSo in a homolytic fission when electrons contributed by atoms are RETURNED back to them, why should they get charged ? They in a sense return to their original NEUTRAL atomic state i.e. a free & reactive radical .\n\nHAPPY NEW YEAR !\n:-)"
"7","Who's name(s) are displayed on an invitation to a baby shower - the mother only or both.  Unmarried people esp","","Are both parents going to participate in the shower? If it's just going to be the mother, only her name needs to be on the invitation.  Don't assume, though-- ask the father and see if he wants to be involved."
"7","what is a good birthday gift for someone whose birthday is two days before christmas?","","Christmas wrapping paper, that way they save money on having to buy it themselves to wrap everyone else's presents, it's very thoughtful"
"8","one more riddle?","A doctor and a bus driver are both in love with the same woman, an attractive girl named Sarah. The bus driver had to go on a long bustrip that would last a week. Before he left, he gave Sarah seven apples. Why?","an apple a day keep the doctor away\n\nLol;\nNice one"
"2","Do penguins live above the equator?","","Not without human involvement.\n\nThere was the great auk, a species of flightless bird which occupies much the same ecological niche in northern Atlantic, which was the original bearer of the name ""penguin"". Its smaller cousins, the auks, retain the ability to fly."
"8","i need find a way to make money?","","Hi HIA,\n\nI´ve tried alot of different ways to make money online over the past ""painful"" 2 years and theres alot of crap out there that just doesn´t work, it´s amazing how they can keep getting awy with it! Now after soooo many disappointments I´m using Data Entry Pro and it´s now making me money (finally!) online. \n\nAnyway, basically you sign up with them and then once your logged in you just fill in as many forms as you like in their members section and you get paid for each one. I get checks from them every 2 weeks each averaging around $250-$350. You could make more but I just use the site as an extra income stream aswell as my full time job so I only work on it for around an hour each night. \n\nYou do have to be prepared to spend a little money though if you want to do anything online like this but it´s already been worth it for me.\n\nHere`s the link you can get them at anyway -> www.protry.com \n\nHope this helps!\nGoodluck,\nDave"
"2","Does it snow where you live?","","In Iowa city, Iowa, it does snow. But it's not right now.So thats a relief. Party tonight!"
"9","why is it that guys only go for girls that are skinny and not fat ones?","my sister wants to know.","Because they don't love women..They love themselves...I love women and appreciate all types,sizes, ages and personalities. There is  a secret excitement to be found underneath the surface of every woman just as every woman has different experiences to share and has her own rythm that leads her to multiple O's..Taking the time to find those things make life an exceptional adventure...."
"9","why do people hate perverts but just say no?","the only real way to get rid of a pervert is to be more perverted than them","Lol, there is no such thing as out-perverting a pervert, I am afraid. The weirder you get, the more they are going to be interested in you and the more they think they are rubbing off on you!\n\nCall the police or something."
"7","Does MPSIMS have meaning to anyone else around here?","There seems to be some people who might know where that comes from.\n\n*whistles innocently*","MPSIMS stands for Mundane Pointless Stuff I Must Share. It is the place where things which don't fit into any other category goes. The content is not always mundane or pointless, as it has been used for informing the community that members (or family of members) have died as well as a 9/11 thread begun just minutes after the event."
"7","where I can buy a Italian mess ?","Is very impotant...","You can find a few Italians, ask them to make a big mess (e.g. by giving them a topic to argue about), and pay them for it."
"8","How does it sound Darth Vader breathing?","Send me the real sound","Here is a website that you can download the breathing\nhttp://www.fortunecity.co.uk/jodrellbank/comet/6/sound6.htm"
"4","What are the top 10 names for high schools in U.K. (the Govt one)?","","Schools in the UK are generally called ""Primary Schools"" and ""Secondary Schools"" (which is the high school equivalent). Some areas used to offer ""Middle Schools"" as well, but these have generally fallen out of favour.\n\nVarious types of secondary schools include, or have included Comprehensive, Grammar, and City Technology College. \n\nJust to confuse matters, we call private schools ""public schools"". I'm sure whoever came up with that one thought it made sense at the time..."
"7","what does it mean when the american flag is lowered on the pole?","","Half-staff or half-mast describes the act of flying a flag approximately halfway up a flagpole (though anywhere from one-third to two-thirds of the way up the flagpole is acceptable). This is done in many countries as a symbol of respect, mourning, or distress.\n\nWhen hoisting a flag that is to be displayed at half-staff, it should be hoisted to full staff for an instant, then lowered to half-staff. Likewise when it is lowered at the end of the day, it is to be hoisted to full staff for an instant, and then lowered.\n\nThe original flag 'etiquette' was to fly the flag at one flag's depth from the top of the hoist. With the larger flags on shorter hoists on public buildings the practice of 'half-mast' has now commonly become to fly the flag at true 'half-mast' regardless of the size of the flag or hoist."
"1","I'm being hunted down by a plumber. What should I do?","I'm a ghost and some weirdo with a vacuum-cleaner is chasing me. Should I run into a wall and through the ground, or what?","get into the fishtank"
"5","Where to find the best SAP info?","","Here is a wiki, white papers, blogs, news, discussions, etc....\nhttp://sap.ittoolbox.com/"
"5","looking for information on satilaite for my computer.?","","Any solution is going to be pricey, pricey, pricey.\n\nHere's the better vendors...\n\nwww.direcway.com\nwww.wildblue.com\nwww.starband.com"
"5","what is networking?","","To connect one PC other..U can easy to transfer data one pc to another pc.In N/W there are 3 types \n# LAN(Local Area Network) Communications network that serves users within a confined geographical area. It is made up of servers, workstations, a network operating system and a communications link.\n2)# MAN(Metropolitan Area Network) Communications network that covers a geographic area such as a city or suburb.\n3)WAN(Wide Area Network) Communications network that covers wide geographic areas, such as states and countries."
"10","How big of a nuclear threat is North Korea?","","That guy is a nut case, in my opinion, if he figues out how to make nucular weapons, we all better watch out. Course he is friends with our Gov of New Mexico! The Gov flys over there and tries to talk him out of deveploping the stuff. He's probably just trying to use the power to get stuff from the US! :)"
"2","What is the name of the planet beyond Pluto?","","There are actually several ""planet like"" objects beyond Pluto in an area called the Kuiper belt that contains thousands of objects that circle the sun.\n\nAt present none of them have been officially recognized as new planets. \nThe discovery of these new planet size objects including  2003 UB313 (nicknamed XENA), Sedna(in 2004) and Quaoar(in 2002 by the same team) have triggered a re-evaluation of the necessary criteria to call something a planet.\n\nIt is likely that this team at Caltech will  discover other objects to be added to the list of potential ""planets"" in our solar system.\n\n2003 UB313(nicknamed XENA unofficially) is larger than Pluto which leaves officials in a bit of dilemna.  How can they recognize Pluto as a planet and not this object?"
"7","are masons satanic?","","This is a true question of semantics and religion.  Some would say that first of all, freemasonry has no connection to religion, so there is no way to say that masons are satanic.  Others might say that freemasons are inherently religious people with connections to their status in the society directly coorelating with their positions in their church of choice.  Still there are some people that claim further study into organized religions and freemasonry will show their origins are directly linked together, and that their purposes are twofold in so-called ""faith"" and the controlling of culture through that so-called ""faith""...thereby falling into suspicion of ""satanic"" influences.  It is true that freemason rites and rituals are very similar to that of witchcraft, satanic followings, and even some lesser known culture followings such as hermetics...all of which have had their purposes challenged as satanic from the general, unknowing public.\n\nThe truth is that you will never know the answer to your question by asking it here, and you cannot confirm any answer you might recieve without experiencing the masonic rites yourself.  Furthermore, any member of a masonic society will claim no knowledge of satanic connections to their brotherhood.  The secrets of these societies are replete with whispers of foul play and undertones of godless or godlike actions and/or beliefs.  \n\nYour answer lies in your question.  What is that you believe is satanic, what is your understanding of the subject your curiosity stems from, and whether or not you are willing to see what is beneath the surface....this is what will lead you to a more accurate answer to this question.  \n\nI hope this helped.  Good luck."
"7","how much to mail a 5x7 christmas card?","I ordered some christmas cards and got the bigger 5x7 size.  I was wondering if postage will be more or if it will still be the regular 37 cent stamp will work?",".37 right now is up to 1 ounce weight. It costs if I recall .23 cents more for each ounce up to 13. For more information check out the post office. The post office lists the last day you can send the item out first class to get there by the 24 of Dec very very soon."
"7","What cynic once told Charlie Brown: “if you’re not beguiling by age 12, forget it”?","if anyone knos the answer, please email it to me...thanks!","Lucy"
